"id","year","code_alt","cult_land","forest_land","kw_machinery","workers","earn"
161,2015,2,16.77,0,116,1.01,8.914
161,2016,2,16.77,0,116,0.46,4.397
161,2017,2,16.77,0,116,1.59,2.915
161,2018,2,16.77,0,116,0.51,8.803
161,2019,2,16.77,0,116,0.5,2.927
161,2020,2,16.77,0,116,0.45,11.643
162,2015,2,12.3,0,79,1.21,4.656
162,2016,2,12.3,0,79,0.76,3.914
162,2017,2,12.3,0,79,0.59,8.036
162,2018,2,12.3,0,79,0.45,4.243
162,2019,2,12.3,0,79,0.52,6.294
162,2020,2,12.3,0,79,0.5,4.89
163,2015,2,15.94,0,74,0.98,5.977
163,2016,2,15.94,0,74,0.98,1.973
163,2017,2,15.94,0,74,0.98,2.152
163,2018,2,15.94,0,74,0.86,3.718
163,2019,2,15.94,0,74,0.86,2.719
163,2020,2,15.94,0,74,0.74,5.068
164,2015,2,36.91,0,99,1.53,23.479
164,2016,2,49.41,0,99,1.44,26.671
164,2017,2,49.41,0,129,1.44,39.33
164,2018,2,49.41,0,129,1.44,53.075
164,2019,2,49.41,0,129,1.44,54.45
164,2020,2,53.66,0,129,1.35,71.278
165,2015,2,104.14,0,804,0.68,61.513
165,2016,2,104.14,0,1054,1,154.744
165,2017,2,124.14,0,1054,1,52.38
165,2018,2,124.14,0,1054,1,39.529
165,2019,2,109.35,0,1054,1,107.43
165,2020,2,109.35,0,840,1.36,119.894
166,2015,2,38.39,0,592,1,9.125
166,2016,2,42.69,0,592,1,7.403
166,2017,2,54.42,0,592,1,15.334
166,2018,2,72.54,0,592,1,16.811
166,2019,2,88.63,0,592,1.44,35.474
166,2020,2,97.58,0,592,2.36,33.906
167,2015,2,9.06,0,85,1.75,55.399
167,2016,2,9.06,0,85,1.73,56.483
167,2017,2,9.06,0,85,1.69,67.168
167,2018,2,9.13,0,85,1.75,79.257
167,2019,2,9.13,0,85,1.44,65.703
167,2020,2,9.13,0,85,1.17,52.299
168,2015,2,36.29,3,49,1.53,35.434
168,2016,2,36.29,3,49,1.51,41.836
168,2017,2,37.05,3,49,1.56,45.175
168,2018,2,36.74,3,49,1.29,54.746
168,2019,2,36.74,3,49,1.4,45.945
168,2020,2,36.74,3,49,1.29,31.287
169,2015,2,44.48,0,162,1.19,78.13
169,2016,2,45.01,0,162,1.42,52.903
169,2017,2,45.01,0,162,1.13,52.532
169,2018,2,45.01,0,162,1.42,38.67
169,2019,2,44.62,0,162,1.33,44.213
169,2020,2,44.62,0,162,1.22,35.071
170,2015,2,43.31,0,175,1.41,44.21
170,2016,2,43.31,0,175,1.13,32.498
170,2017,2,54.66,0,175,1.33,44.238
170,2018,2,65.25,0,175,2.13,56.219
170,2019,2,60.14,0,175,2.07,44.588
170,2020,2,56.68,0,175,2.04,44.161
171,2015,2,136.82,0,409,2.95,166.763
171,2016,2,140.74,0,409,2.62,106.234
171,2017,2,231.14,0,409,3,225.526
171,2018,2,239.57,0,409,3,230.63
171,2019,2,240.31,0,409,3.13,349.571
171,2020,2,249.37,0,409,3.02,431.421
172,2015,2,17.31,0,81,2.19,22.283
172,2016,2,17.31,0,81,1.82,29.158
172,2017,2,17.31,0,81,1.96,11.688
172,2018,2,17.31,0,81,2.02,12.084
172,2019,2,17.31,0,81,2.05,16.575
172,2020,2,17.31,0,81,2.05,10.735
173,2015,2,22.37,0,86,1.73,10.653
173,2016,2,22.37,0,86,1.09,4.419
173,2017,2,22.37,0,86,1.73,0.915
173,2018,2,22.37,0,86,0.91,10.727
173,2019,2,36.23,0,86,0.91,24.189
173,2020,2,47.47,0,215,1,28.253
174,2015,2,17.13,0,125,2.51,123.522
174,2016,2,17.13,0,125,3,99.964
174,2017,2,17.13,0,191,2.22,93.225
174,2018,2,17.13,0,191,2,128.87
174,2019,2,17.09,0,191,2.29,53.902
174,2020,2,17.09,0,191,2.18,83.311
175,2015,2,5.57,0,88,1.71,22.62
175,2016,2,5.57,0,88,1.21,16.279
175,2017,2,5.57,0,88,1.8,17.169
175,2018,2,5.57,0,88,1.89,13.998
175,2019,2,5.57,0,88,1.75,14.607
175,2020,2,5.55,0,88,1.78,15.736
176,2015,2,9.76,0,75,1.49,7.607
176,2016,2,9.76,0,75,1.2,5.544
176,2017,2,9.76,0,75,1.22,2.244
176,2018,2,9.47,0,75,1.15,3.823
176,2019,2,9.76,0,75,0.93,9.075
176,2020,2,9.76,0,75,0.85,9.328
177,2015,2,9.73,0,106,1,5.536
177,2016,2,9.73,0,106,1,6.604
177,2017,2,9.73,0,106,1,3.195
177,2018,2,9.73,0,106,0.48,6.761
177,2019,2,9.73,0,106,1,5.463
177,2020,2,9.73,0,106,1,6.72
178,2015,2,11.8,0.53,59,0.73,9.494
178,2016,2,11.8,0.53,59,0.73,14.851
178,2017,2,11.8,0.53,59,0.91,6.35
178,2018,2,11.8,0.53,59,0.91,8.785
178,2019,2,11.8,0.53,59,0.91,9.215
178,2020,2,11.8,0.53,59,0.91,8.457
179,2015,2,7.14,0,243,1.09,9.241
179,2016,2,7.14,0,243,1.02,3.51
179,2017,2,9.14,0,243,0.73,3.714
179,2018,2,9.14,0,243,0.64,1.615
179,2019,2,9.14,0,243,0.59,2.057
179,2020,2,9.14,0,243,0.57,1.91
180,2015,2,196.88,0,908,3,75.907
180,2016,2,201.17,0,908,2.73,52.226
180,2017,2,218.87,3.09,908,3,88.211
180,2018,2,225.67,3.09,908,3,82.954
180,2019,2,232.17,3.09,908,3,117.107
180,2020,2,239.87,3.09,908,3,118.874
181,2015,2,8.9,1.5,99,0.91,9.24
181,2016,2,8.9,1.5,99,0.56,5.475
181,2017,2,8.9,1.5,99,0.59,3.337
181,2018,2,8.9,1.5,99,0.6,3.684
181,2019,2,8.9,1.5,99,0.91,3.486
181,2020,2,8.9,1.5,99,0.76,6.184
182,2015,2,86,20,155,2.73,130.379
182,2016,2,86,20,155,2.73,95.341
182,2017,2,86,20,155,2.73,205.087
182,2018,2,86,20,155,2.73,226.862
182,2019,2,86,20,155,3.73,217.144
182,2020,2,86,20,155,3.73,200.131
183,2015,2,14.73,1.12,219,0.91,4.771
183,2016,2,14.73,1.12,219,0.91,4.401
183,2017,2,14.73,1.12,219,0.91,4.096
183,2018,2,14.73,1.12,219,0.55,11.463
183,2019,2,14.73,1.12,219,0.67,11.27
183,2020,2,14.73,1.12,219,0.57,16.409
184,2015,2,22.36,0,284,0.91,17.222
184,2016,2,22.36,0,284,0.91,13.573
184,2017,2,22.36,0,284,0.91,3.108
184,2018,2,21.36,1,284,0.73,5.605
184,2019,2,20.36,2,284,0.91,2.695
184,2020,2,20.29,2,284,0.73,4.323
185,2015,2,36.92,0,178,2.73,26.144
185,2016,2,36.92,0,178,2.73,21.526
185,2017,2,36.92,0,178,2.91,19.201
185,2018,2,36.92,0,178,3,25.255
185,2019,2,36.92,0,178,3,32.69
185,2020,2,36.92,0,178,3,35.237
186,2015,2,7.66,0.31,94,1,7.315
186,2016,2,7.66,0.31,94,0.91,8.638
186,2017,2,7.66,0.31,94,1,9.574
186,2018,2,7.66,0.31,94,1,25.313
186,2019,2,7.66,0.31,94,1,14.174
186,2020,2,7.66,0.31,94,1,17.277
187,2015,2,115.6,0,350,1.73,97.209
187,2016,2,115.6,0,483,1.91,115.532
187,2017,2,115.6,0,483,1.98,95.433
187,2018,2,71.5,0,483,1.98,25.726
187,2019,2,73.5,0,483,1.91,47.035
187,2020,2,73.5,0,483,1.98,56.553
188,2015,2,10.24,0,218,2.27,7.63
188,2016,2,10.24,0,218,2.6,75
188,2017,2,10.24,0,218,2.53,47.371
188,2018,2,10.24,0,218,2.56,43.173
188,2019,2,12.66,0,169,2.62,57.237
188,2020,2,12.66,0,189,3.64,61.258
189,2015,2,5.82,0,74,0.73,10.367
189,2016,2,5.82,0,74,0.86,14.614
189,2017,2,5.82,0,74,0.95,16.311
189,2018,2,5.82,0,74,0.95,15.697
189,2019,2,5.82,0,74,0.87,19.57
189,2020,2,5.82,0,74,0.73,18.546
190,2015,2,24.5,0,185,1.55,27.363
190,2016,2,24.5,0,185,1.73,38.783
190,2017,2,24.5,0,185,0.81,17.36
190,2018,2,24.5,0,185,1.45,25.205
190,2019,2,24.5,0,185,1.27,15.748
190,2020,2,26.5,0,259,2.55,38.347
191,2015,2,8.95,0,99,0.91,2.323
191,2016,2,8.95,0,99,0.73,10.534
191,2017,2,8.95,0,99,0.58,8.774
191,2018,2,8.95,0,99,0.8,9.544
191,2019,2,8.95,0,99,0.65,6.316
191,2020,2,8.95,0,99,0.65,8.43
192,2015,2,79.73,0.48,276,1,34.235
192,2016,2,79.73,0.48,276,1,33.035
192,2017,2,68.23,0.48,180,1,28.641
192,2018,2,76.78,0.48,180,1,33.992
192,2019,2,65.2,0.48,180,1,25.82
192,2020,2,65.2,0.48,180,1,34.904
193,2015,2,58.89,0,313,1,35.976
193,2016,2,62.3,0,501,1,43.911
193,2017,2,62.3,0,501,1,22.434
193,2018,2,81.3,0,501,1,36.945
193,2019,2,81.3,0,501,1,7.746
193,2020,2,81.3,0,501,1,23.072
194,2015,2,2.75,0.2,51,0.79,0.872
194,2016,2,2.75,0.2,51,0.82,1.207
194,2017,2,2.75,0.2,51,0.57,0.218
194,2018,2,2.75,0.2,51,0.55,2.267
194,2019,2,2.75,0.2,51,0.55,3.566
194,2020,2,2.75,0.2,51,0.55,3.286
195,2015,2,26.5,0,227,2,200.164
195,2016,2,26.5,0,227,1.91,133.623
195,2017,2,26.5,0,227,1.5,57.729
195,2018,2,26.5,0,227,1.5,61.101
195,2019,2,26.5,0,227,1.5,64.347
195,2020,2,26.5,0,227,1.5,58.835
196,2015,2,24.2,20,66,0.45,18.025
196,2016,2,24.2,20,66,0.45,14.251
196,2017,2,24.2,20,66,0.45,6.242
196,2018,2,24.2,20,66,0.45,9.48
196,2019,2,24.2,20,66,0.45,14.582
196,2020,2,24.2,20,66,0.45,16.802
197,2015,2,8.2,9,110,1.23,8.114
197,2016,2,8.2,9,110,1.23,4.095
197,2017,2,8.2,9,110,1.23,5.861
197,2018,2,8.2,9,110,1.23,0.931
197,2019,2,8.2,9,110,1.23,0.78
197,2020,2,8.2,9,110,1.23,3.436
198,2015,2,2.3,1.54,144,0.82,6.714
198,2016,2,2.4,1.54,144,0.82,13.818
198,2017,2,2.4,1.54,144,0.82,14.389
198,2018,2,2.4,1.54,144,0.82,16.535
198,2019,2,2.4,1.54,144,0.82,23.733
198,2020,2,2.4,1.54,144,0.82,23.485
199,2015,2,10.9,1.33,50,0.82,8.295
199,2016,2,10.9,1.33,50,0.82,13.521
199,2017,2,10.9,1.33,50,0.85,5.47
199,2018,2,10.9,1.33,50,0.71,2.13
199,2019,2,10.9,1.33,50,0.41,1.856
199,2020,2,10.9,1.33,50,0.41,2.381
200,2015,2,60.89,1.74,130,0.82,28.763
200,2016,2,60.89,1.74,130,1,26.461
200,2017,2,60.89,1.74,130,0.95,33.241
200,2018,2,60.89,1.74,130,0.55,31.696
200,2019,2,60.89,1.74,130,0.82,35.973
200,2020,2,60.89,1.74,130,0.82,46.368
201,2015,2,49.37,13.69,545,0.78,23.803
201,2016,2,49.37,13.69,545,0.59,16.533
201,2017,2,49.37,13.69,545,0.76,18.501
201,2018,2,49.37,13.69,545,1.08,27.193
201,2019,2,49.37,13.69,545,1.05,25.66
201,2020,2,49.37,13.69,545,0.83,35.646
202,2015,2,7.28,0.04,211,1.77,13.252
202,2016,2,7.28,0.04,211,0.65,10.635
202,2017,2,7.28,0.04,211,0.76,13.027
202,2018,2,7.28,0.04,211,0.76,17.542
202,2019,2,7.28,0.04,211,0.81,20.734
202,2020,2,7.28,0.04,211,0.86,20.476
203,2015,2,40,30,585,1.27,9.985
203,2016,2,40,30,585,1.04,10.889
203,2017,2,40,30,585,1.71,13.614
203,2018,2,40,30,585,1.91,18.553
203,2019,2,40,30,585,2,8.756
203,2020,2,40,30,585,2,13.858
204,2015,2,7.5,0,182,0.95,23.195
204,2016,2,7.5,0,182,1.48,24.203
204,2017,2,7.5,0,293,1.27,10.089
204,2018,2,7.5,0,293,1.02,9.567
204,2019,2,7.5,0,293,1.09,10.061
204,2020,2,7.5,0,293,0.77,9.397
205,2015,2,5.7,0,65,2.04,14.211
205,2016,2,5.7,0,65,2.02,30.405
205,2017,2,5.7,0,65,1.34,16.92
205,2018,2,5.7,0,65,1.51,20.586
205,2019,2,5.7,0,65,0.95,12.131
205,2020,2,5.7,0,65,0.67,9.83
206,2015,1,70.7,314,171,1.82,60.748
206,2016,1,70.7,314,171,2,53.761
206,2017,1,70.7,314,392,2,76.14
206,2018,1,81.7,314,392,2,75.294
206,2019,1,81.7,314,392,1.27,54.707
206,2020,1,88.7,314,392,1.35,40.879
207,2015,2,1.36,0,59,1.25,21.46
207,2016,2,1.36,0,59,1.25,13.72
207,2017,2,1.36,0,59,1.39,10.099
207,2018,2,1.36,0,59,1.39,3.789
207,2019,2,1.36,0,59,1.39,4.629
207,2020,2,1.36,0,59,1.41,4.834
208,2015,2,6.23,0,103,1.53,195.293
208,2016,2,6.23,0,103,2.21,137.991
208,2017,2,6.23,0,103,2.21,73.232
208,2018,2,17.6,0,115,2.47,94.613
208,2019,2,37.93,0.3,115,2.92,135.978
208,2020,2,37.93,0.3,115,3.11,174.079
209,2015,2,10.05,1.27,169,1.25,43.498
209,2016,2,10.05,1.27,169,1.27,27.56
209,2017,2,10.05,1.27,169,1.41,30.014
209,2018,2,10.05,1.27,169,1.41,18.381
209,2019,2,10.05,1.27,169,1.41,12.07
209,2020,2,11.15,1.27,169,1.95,25.415
210,2015,2,21.01,1.26,181,0.82,45.341
210,2016,2,21.01,1.26,181,0.82,41.304
210,2017,2,19.1,1.26,181,0.95,29.908
210,2018,2,19.1,1.26,181,0.54,39.039
210,2019,2,19.1,1.26,181,0.91,39.527
210,2020,2,19.1,1.26,206,1,44.436
211,2015,2,51.5,1.3,265,1.09,15.912
211,2016,2,51.5,1.3,265,1.09,25.089
211,2017,2,33.32,1.3,265,1.73,0.834
211,2018,2,33.32,1.3,265,1.09,4.583
211,2019,2,38.06,1.3,265,1.09,27.916
211,2020,2,38.06,1.3,177,1.09,15.946
212,2015,2,42.16,27.74,79,0.91,0.488
212,2016,2,42.16,27.74,79,0.91,7.523
212,2017,2,42.16,27.74,160,1,14.254
212,2018,2,42.16,27.74,160,1,22.243
212,2019,2,42.16,27.74,160,1,16.687
212,2020,2,42.16,27.74,160,1,40.277
213,2015,2,51,0,474,1,9.467
213,2016,2,51,0,474,0.95,10.311
213,2017,2,51,0,474,0.91,14.13
213,2018,2,51,0,474,0.98,16.315
213,2019,2,51,0,474,0.98,30.791
213,2020,2,51,0,474,0.87,24.207
214,2015,2,102,3,224,1.85,105.363
214,2016,2,102,3,224,1.71,120.081
214,2017,2,102,3,224,1.45,18.448
214,2018,2,79,3,224,1.45,15.389
214,2019,2,79,3,224,1.75,22.935
214,2020,2,18.94,3,224,1,0.415
215,2015,1,27.12,22.78,178,1.64,30.967
215,2016,1,28.14,22.78,178,2,65.641
215,2017,1,30.11,25.77,248,1,31.704
215,2018,1,30.11,25.77,248,1,43.607
215,2019,1,31.19,31.26,248,1,26.027
215,2020,1,31.11,31.26,344,1,39.974
216,2015,2,28.89,13.65,118,0.65,5.301
216,2016,2,28.89,13.65,118,0.63,6.596
216,2017,2,28.89,13.65,213,0.49,5.778
216,2018,2,28.83,13.65,180,0.68,2.544
216,2019,2,28.83,13.65,180,0.68,15.423
216,2020,2,30.97,13.65,197,0.68,14.205
217,2015,2,11.05,0,110,1,0.713
217,2016,2,11.05,0,110,1,2.784
217,2017,2,11.05,0,110,1,6.052
217,2018,2,9.33,0,110,0.73,5.428
217,2019,2,11.05,0,110,0.73,8.226
217,2020,2,11.05,0,110,0.73,9.915
218,2015,2,27.14,0,147,1,12.747
218,2016,2,35.13,0,147,1,66.149
218,2017,2,41.97,0,147,1,17.908
218,2018,2,92.27,0,147,1,65.035
218,2019,2,93.9,0,147,1,66.936
218,2020,2,80.89,0,147,1,63.877
219,2015,2,6.15,4.05,109,1,16.399
219,2016,2,6.15,4.05,109,1,15.794
219,2017,2,6.15,4.05,109,1,13.868
219,2018,2,6.23,4.05,109,1,23.344
219,2019,2,6.23,4.05,109,1,18.855
219,2020,2,6.23,4.05,109,1,7.753
220,2015,2,53.56,7.68,371,1,94.387
220,2016,2,53.56,7.68,371,1,104.884
220,2017,2,53.56,7.68,371,1,80.985
220,2018,2,57.58,7.68,466,1,27.815
220,2019,2,57.58,7.68,466,1,43.253
220,2020,2,75.04,7.68,466,1,36.35
221,2015,1,38.36,0,332,2,12.812
221,2016,1,38.36,0,332,2,58.565
221,2017,1,38.36,0,332,2,74.538
221,2018,1,38.36,0,332,2,66.065
221,2019,1,44.39,0,406,1.99,71.19
221,2020,1,44.39,0,406,2,70.455
222,2015,2,28.4,2.53,250,0.98,20.966
222,2016,2,28.4,2.53,250,2.09,24.739
222,2017,2,28.4,2.53,250,2.09,20.521
222,2018,2,28.4,2.53,250,2.09,18.634
222,2019,2,28.4,2.53,250,2.09,18.55
222,2020,2,28.4,2.53,250,2.09,16.735
223,2015,2,11.81,0,150,0.84,11.704
223,2016,2,11.81,0,150,0.91,60.547
223,2017,2,11.81,0,69,0.91,21.964
223,2018,2,11.81,0,69,0.91,13.59
223,2019,2,11.81,0,69,0.91,13.935
223,2020,2,9.83,0,69,0.91,25.262
224,2015,2,1.36,0,40,1,40.243
224,2016,2,1.36,0,40,0.91,34.497
224,2017,2,1.36,0,40,1,49.285
224,2018,2,1.36,0,40,0.91,45.744
224,2019,2,1.36,0,40,1.25,43.309
224,2020,2,1.36,0,40,1.45,31.505
225,2015,1,24.1,5.2,59,0.93,15.268
225,2016,1,24.1,5.2,59,0.91,18.251
225,2017,1,24.1,5.2,59,0.91,20.634
225,2018,1,24.1,5.2,59,0.91,22.749
225,2019,1,24.1,5.2,59,0.73,34.008
225,2020,1,24.1,5.2,59,1,29.245
226,2015,2,14.16,0.16,33,1,26.821
226,2016,2,14.66,0.16,33,1,19.513
226,2017,2,14.66,0.16,33,1,16.527
226,2018,2,14.66,0.16,33,1,16.323
226,2019,2,14.66,0.16,33,1,16.026
226,2020,2,14.66,0.16,33,1,14.893
227,2015,2,49.13,0,177,1.82,63.502
227,2016,2,49.13,0,177,1.82,81.729
227,2017,2,49.13,0,177,1.64,90.268
227,2018,2,49.13,0,177,1.64,102.874
227,2019,2,49.13,0,177,1.64,102.364
227,2020,2,49.13,0,177,1.98,103.76
228,2015,2,26,3.65,250,0.91,6.708
228,2016,2,26,3.65,250,0.91,4.081
228,2017,2,26,3.65,250,0.91,4.965
228,2018,2,26,3.65,250,0.91,8.253
228,2019,2,26,3.65,250,0.91,12.97
228,2020,2,26,3.65,250,0.44,6.053
229,2015,2,11.6,0,130,1,28.34
229,2016,2,11.6,0,130,1,64.567
229,2017,2,11.6,0,130,1,69.716
229,2018,2,17.47,0,130,1,52.971
229,2019,2,17.47,0,130,0.82,44.437
229,2020,2,16.18,0,130,0.82,20.674
230,2015,2,38.18,12.59,44,0.73,2.175
230,2016,2,38.18,12.59,44,1,2.297
230,2017,2,38.18,12.59,44,0.73,5.08
230,2018,2,38.18,12.59,44,1,6.876
230,2019,2,38.18,12.59,44,1,5.983
230,2020,2,38.18,12.59,44,1,9.11
231,2015,2,210.63,73.86,257,0.29,60.64
231,2016,2,208.6,73.86,257,0.29,57.181
231,2017,2,232.45,73.86,302,0.25,70.876
231,2018,2,236.89,69.42,302,0.25,57.061
231,2019,2,245.73,57.65,302,0.25,61.785
231,2020,2,265.68,16.7,302,0.25,32.267
232,2015,2,61.98,1.4,257,2.65,256.199
232,2016,2,61.98,1.4,257,3.25,267.473
232,2017,2,61.98,1.4,257,3.25,274.2
232,2018,2,69.28,1.4,257,3.64,184.897
232,2019,2,76.26,1.4,257,3.64,194.384
232,2020,2,89.92,1.4,257,3.64,136.266
233,2015,1,4.62,0,60,0.41,2.181
233,2016,1,4.62,0,60,0.91,2.844
233,2017,1,4.62,0,60,0.91,8.507
233,2018,1,4.62,0,60,1,7.985
233,2019,1,4.62,0,60,1,10.242
233,2020,1,4.62,0,60,1,7.924
234,2015,2,7.05,0,66,0.73,9.831
234,2016,2,7.05,0,66,1,11.722
234,2017,2,7.05,0,66,0.73,10.382
234,2018,2,7.05,0,66,0.91,5.753
234,2019,2,7.05,0,66,1,3.05
234,2020,2,7.05,0,66,1,4.454
235,2015,2,11.24,0,136,0.82,71.956
235,2016,2,11.24,0,136,0.82,4.625
235,2017,2,11.24,0,136,0.82,7.016
235,2018,2,13,0,136,0.91,20.748
235,2019,2,13,0,136,1,34.302
235,2020,2,13,0,136,1,77.447
236,2015,3,19.08,4.75,239,1.82,104.14
236,2016,3,19.08,4.75,239,1.82,101.348
236,2017,3,19.08,4.75,239,1.82,98.858
236,2018,3,19.08,4.75,239,1.82,80.567
236,2019,3,19.08,4.75,239,1.82,82.331
236,2020,3,19.08,4.75,239,1.36,212.082
237,2015,3,2.6,0,140,1.82,5.063
237,2016,3,2.6,0,140,1.82,15.049
237,2017,3,2.6,0,140,1.82,71.097
237,2018,3,2.6,0,140,1.82,66.973
237,2019,3,2.6,0,140,2,52.736
237,2020,3,2.6,0,140,1.91,52.103
238,2015,3,27.54,0,250,2.73,292.329
238,2016,3,27.54,0,250,2.73,306.831
238,2017,3,27.54,0,250,2.73,164.643
238,2018,3,27.54,0,250,2.73,197.726
238,2019,3,27.54,0,250,3,223.366
238,2020,3,27.54,0,250,3,298.777
239,2015,2,11.89,0.05,131,1.14,33.013
239,2016,2,8,0.05,131,0.68,57.944
239,2017,2,8,0.05,131,0.7,16.73
239,2018,2,9,0.05,131,0.7,24.703
239,2019,2,9,0.05,131,0.7,17.687
239,2020,2,9,0.05,131,0.68,61.791
240,2015,3,41.83,0,162,1.82,28.907
240,2016,3,44.83,0,162,1.41,38.9
240,2017,3,44.33,0,197,1.23,25.599
240,2018,3,39.53,0,197,1.23,24.413
240,2019,3,44.33,0,217,1.23,30.372
240,2020,3,42.53,0,217,1.23,36.559
241,2015,3,8.17,0,44,1,63.791
241,2016,3,8.27,0,44,0.45,11.551
241,2017,3,8.17,0,44,0.64,45.295
241,2018,3,8.2,0,44,0.45,18.35
241,2019,3,8.17,0,44,0.42,8.336
241,2020,3,8.17,0,44,0.68,47.257
242,2015,3,30.35,0,732,1,61.462
242,2016,3,39.7,0,732,1,162.849
242,2017,3,44.8,0,732,1,139.611
242,2018,3,42,0,732,1,21.828
242,2019,3,42,0,732,1,72.104
242,2020,3,42,0,732,1,160.216
243,2015,3,21.34,0,140,1,11.084
243,2016,3,21.34,0,140,1,18.048
243,2017,3,21.34,0,88,1,18.262
243,2018,3,25.34,0,88,1,39.361
243,2019,3,21.34,0,103,0.82,5.965
243,2020,3,21.14,0,103,0.82,5.064
244,2015,2,14.76,5.61,142,0.82,125.349
244,2016,2,14.76,5.61,142,0.82,237.722
244,2017,2,14.76,5.61,142,1,138.401
244,2018,2,14.76,5.61,142,0.91,109.704
244,2019,2,14.76,5.61,152,0.91,93.49
244,2020,2,14.76,5.61,152,1,136.778
245,2015,2,120.62,3.51,177,1.55,278.71
245,2016,2,120.62,3.51,177,1.53,250.384
245,2017,2,126.07,3.51,177,1.55,143.623
245,2018,2,126.07,3.51,177,1.45,117.819
245,2019,2,126.07,3.51,177,1.45,185.592
245,2020,2,126.07,3.51,177,1.45,212.119
246,2015,3,162.1,0,905,0.91,12.793
246,2016,3,162.1,0,905,0.91,82.369
246,2017,3,162.1,0,905,0.91,63.315
246,2018,3,170.32,0,905,0.91,98.202
246,2019,3,170.32,0,905,0.91,188.045
246,2020,3,170.32,0,905,0.91,123.372
247,2015,2,26.75,0,376,2,66.294
247,2016,2,26.75,0,376,2,29.382
247,2017,2,26.75,0,376,2.27,35.432
247,2018,2,26.75,0,376,1.09,9.518
247,2019,2,27.25,0,376,1.23,14.486
247,2020,2,27.25,0,442,1.33,22.719
248,2015,1,23.5,4.08,279,1.41,76.837
248,2016,1,23.5,4.08,279,1.68,69.078
248,2017,1,23.5,4.08,279,1.55,61.436
248,2018,1,23.5,4.08,279,1.64,67.937
248,2019,1,23.5,4.08,279,1.64,68.525
248,2020,1,59.9,4.08,279,1.64,117.134
249,2015,2,19.31,0.73,162,0.91,28.228
249,2016,2,22.11,0.73,162,0.91,35.429
249,2017,2,22.11,0.73,162,1.56,59.081
249,2018,2,22.11,0.73,162,1.45,80.193
249,2019,2,22.11,0.73,162,1.45,92.243
249,2020,2,22.11,0.73,162,1.45,97.999
250,2015,2,19.91,0.22,337,0.73,6.498
250,2016,2,19.91,0.22,337,0.73,11.754
250,2017,2,19.91,0.22,337,0.73,27.207
250,2018,2,19.91,0.22,337,1,19.151
250,2019,2,19.91,0.22,337,1,13.585
250,2020,2,19.91,0.22,337,1,19.129
251,2015,3,6.91,0.23,146,1.82,29.48
251,2016,3,6.91,0.23,146,1.85,17.802
251,2017,3,6.91,0.23,538,1.85,20.984
251,2018,3,6.91,0.23,538,1.82,29.971
251,2019,3,6.91,0.23,538,1.82,37.713
251,2020,3,6.91,0.23,538,1.82,20.99
252,2015,2,15.78,0,125,1.67,38.226
252,2016,2,15.78,0,125,2,43.314
252,2017,2,15.78,0,125,1.91,54.59
252,2018,2,15.78,0,125,1.73,54.596
252,2019,2,15.78,0,125,1.45,59.206
252,2020,2,15.78,0,125,1.73,49.529
253,2015,1,8.4,0,59,0.93,38.083
253,2016,1,8.4,0,59,0.55,0.845
253,2017,1,8.4,0,59,0.55,2.322
253,2018,1,8.4,0,59,0.91,5.133
253,2019,1,8.4,0,59,0.73,10.039
253,2020,1,8.4,0,59,1,13.358
254,2015,2,10.14,0,81,0.82,42.511
254,2016,2,10.14,0,135,0.91,44.235
254,2017,2,10.14,0,135,0.91,42.12
254,2018,2,10.14,0,135,0.91,29.415
254,2019,2,6.49,0,135,0.91,57.434
254,2020,2,6.49,0,135,0.55,32.8
255,2015,2,103.88,0,324,2.73,124.109
255,2016,2,103.88,0,324,2.36,114.703
255,2017,2,103.88,0,324,2.82,114.892
255,2018,2,103.88,0,324,3.65,155.788
255,2019,2,103.88,0,324,3.65,129.692
255,2020,2,103.88,0,324,3.65,158.304
256,2015,2,8.91,0.73,66,1.09,18.861
256,2016,2,8.91,0.73,66,1.09,9.902
256,2017,2,8.91,0.73,66,1.09,20.723
256,2018,2,8.91,0.73,66,1.09,16.605
256,2019,2,8.91,0.73,66,1.09,4.133
256,2020,2,8.91,0.73,66,1.09,16.14
257,2015,2,11.88,0,114,1.64,42.625
257,2016,2,11.88,0,114,1.82,172.032
257,2017,2,11.88,0,114,1.82,113.781
257,2018,2,11.88,0,114,1.82,35.995
257,2019,2,11.88,0,114,1.82,48.948
257,2020,2,11.88,0,114,1.82,95.143
258,2015,2,3.87,10.25,99,1.64,5.416
258,2016,2,5.37,10.25,99,1.82,97.381
258,2017,2,5.37,10.25,99,1.82,106.49
258,2018,2,5.37,10.25,99,1.82,120.654
258,2019,2,5.18,10.25,99,1.82,80.231
258,2020,2,5.18,10.25,99,1.91,67.69
259,2015,1,96.96,1.96,72,1.11,31.158
259,2016,1,96.96,1.96,72,1.82,39.211
259,2017,1,96.96,1.96,72,1.45,29.571
259,2018,1,96.96,1.96,72,1.56,56.875
259,2019,1,66.05,1.96,72,1.2,41.897
259,2020,1,66.05,1.96,72,1.56,46.256
260,2015,2,9.51,2.42,80,2.36,131.168
260,2016,2,9.51,2.42,80,2.73,112.108
260,2017,2,9.51,2.42,80,2.73,146.47
260,2018,2,9.51,2.42,80,2.73,181.089
260,2019,2,9.51,2.42,80,2.73,159.534
260,2020,2,9.51,2.42,80,2.73,116.435
261,2015,2,8.21,0,165,1,5.085
261,2016,2,5.21,0,165,1,17.49
